🕘️更新时间,#genre#
無線新聞台2,http://cdn6.123.rr.kg/163189/wxxwt
TVB娛樂新聞台,https://cdn6.163189.xyz/163189/ylxw
TVB娛樂新聞台,http://cdn6.123.rr.kg/163189/ylxw
NOW新聞台,https://cdn.163189.xyz/163189/now
NOW新聞台,http://cdn.123.rr.kg/163189/now
HOY資訊台,https://cdn.163189.xyz/163189/hoy78
HOY資訊台,http://cdn.123.rr.kg/163189/hoy78
HOY國際財經台,https://cdn11.163189.xyz/163189/hoy76
無線新聞台B,https://cdn.qd.je/163189.php?id=wxxw
NOW新聞台B,https://cdn.qd.je/163189.php?id=now
鳳凰中文B,https://cdn.qd.je/163189.php?id=fhzw
鳳凰資訊B,https://cdn.qd.je/163189.php?id=fhzx
鳳凰香港B,https://cdn.qd.je/163189.php?id=fhhk
HOY資訊台B,https://cdn.qd.je/163189.php?id=hoy78
HOY國際財經台B,https://cdn.qd.je/163189.php?id=hoy76
天映頻道,https://o11.163189.xyz/stream/live/typd/
天映頻道,http://cdn3.123.rr.kg/stream/live/typd/
天映新加坡,https://cdn10.163189.xyz/163189/typd/
天映新加坡,http://cdn10.123.rr.kg/163189/typd/
天映經典台,http://cdn3.123.rr.kg/stream/live/ccm/
天映經典台2,http://cdn10.123.rr.kg/163189/ccm/
TVB星河1,http://cdn3.123.rr.kg/stream/live/tvbxh/
TVB星河2,http://cdn6.123.rr.kg/163189/tvbxh
TVB星河3,http://cdn10.123.rr.kg/163189/xinghe/
靖天電影台,https://ha.msbot.dpdns.org/4gtv_api.php?id=82
靖天電影台,https://4gtv.158.qzz.io/163189/ac91480e-8572-41b6-af5d-2421f2bf0d78/
靖天電影台,http://4gtv.cnlive.club/channel/3fcf6ae8/index.m3u8?q=1782639885837
靖天電影台,https://cdn12.178.indevs.in/163189/jtdy
龍華電影,https://cdn8.163189.xyz/163189/lhdy
龍華電影,http://cdn8.123.rr.kg/163189/lhdy
經典電影台,https://4gtv.158.qzz.io/163189/e792dce9-ee6d-45bf-9b52-a7c8df7f4a4b/
經典電影台,http://4gtv.cnlive.club/channel/n2eb7240a/index.m3u8?q=1782639885837
經典電影台,https://cdn12.178.indevs.in/163189/jddyt
amc電影台,https://ha.msbot.dpdns.org/4gtv_api.php?id=39
amc電影台,https://4gtv.158.qzz.io/163189/516897fd-240f-4633-83ae-525f55275205/
amc電影台,http://4gtv.cnlive.club/channel/n4f2af9e/index.m3u8?q=1782639885837
amc電影台,https://cdn12.178.indevs.in/163189/amc
CinemaWorld,https://ha.msbot.dpdns.org/4gtv_api.php?id=225
CinemaWorld,https://4gtv.158.qzz.io/163189/5347a3c7-230e-4685-b140-c2fa30672ed2/
CinemaWorld,http://4gtv.cnlive.club/channel/n7815b83e/index.m3u8?q=1782639885837
CinemaWorld,https://cdn12.178.indevs.in/163189/cinemaworld
My Cinema Europe,https://cdn12.178.indevs.in/163189/mce
影迷數位電影台,https://ha.msbot.dpdns.org/4gtv_api.php?id=40
影迷數位電影台,https://4gtv.158.qzz.io/163189/f52c1c46-267d-465d-b78c-0a89d6e47178/
影迷數位電影台,http://4gtv.cnlive.club/channel/n79da43c0/index.m3u8?q=1782639885837
影迷數位電影台,https://cdn12.178.indevs.in/163189/ymswdyt
天映頻道(新加坡)B,https://cdn.qd.je/163189.php?id=typd
天映經典B,https://cdn.qd.je/163189.php?id=ccm
龍華電影B,https://cdn.qd.je/163189.php?id=lhdy
TVB星河B,https://cdn.qd.je/163189.php?id=xinghe
翡翠台,https://o11.163189.xyz/stream/tvb/fct4k/
翡翠台,https://cdn6.163189.xyz/163189/fct
翡翠台,https://o11.163189.xyz/stream/tvb/fct/
翡翠台,https://cdn10.163189.xyz/163189/fct/
翡翠台,http://cdn6.123.rr.kg/163189/fct
翡翠台(字幕),https://o11.163189.xyz/stream/tvb/fct4k/
翡翠台(字幕),https://cdn6.163189.xyz/163189/fct
翡翠台(字幕),https://o11.163189.xyz/stream/tvb/fct/
翡翠台(字幕),https://cdn10.163189.xyz/163189/fct/
翡翠台(字幕),http://cdn6.123.rr.kg/163189/fct
翡翠台4K(字幕),https://o11.163189.xyz/stream/tvb/fct4k/
翡翠台4K(字幕),https://cdn6.163189.xyz/163189/fct
翡翠台4K(字幕),https://o11.163189.xyz/stream/tvb/fct/
翡翠台4K(字幕),https://cdn10.163189.xyz/163189/fct/
翡翠台4K(字幕),http://cdn6.123.rr.kg/163189/fct
翡翠劇集台,https://cdn6.163189.xyz/163189/tvbd
翡翠劇集台,http://cdn6.123.rr.kg/163189/tvbd
華麗翡翠台1,http://cdn6.123.rr.kg/163189/hlfct
華麗翡翠台2,http://cdn3.123.rr.kg/stream/live/hlt/
華麗翡翠台(硬字幕),https://cdn6.163189.xyz/163189/jade
華麗翡翠台(硬字幕),http://cdn6.123.rr.kg/163189/jade
華麗翡翠台(新加坡),https://o11.163189.xyz/stream/live/jade/
華麗翡翠台(新加坡),http://cdn3.123.rr.kg/stream/live/jade/
Deluxe Music,https://sdn-global-live-streaming-packager-cache.3qsdn.com/13456/13456_264_live.m3u8

☘️电影频道,#genre#
影迷數位電影台,https://ha.msbot.dpdns.org/4gtv_api.php?id=40
影迷數位電影台,https://4gtv.158.qzz.io/163189/f52c1c46-267d-465d-b78c-0a89d6e47178/
影迷數位電影台,http://4gtv.cnlive.club/channel/n79da43c0/index.m3u8?q=1782639885837
影迷數位電影台,https://cdn12.178.indevs.in/163189/ymswdyt
My Cinema Europe HD 我的歐洲電影,https://ha.msbot.dpdns.org/4gtv_api.php?id=463
My Cinema Europe HD 我的歐洲電影,https://4gtv.158.qzz.io/163189/f5d645fe-d9c3-4062-a818-4d95b0588c3e/
Universal Movies,https://d4whmvwm0rdvi.cloudfront.net/manifest/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod_default_xumo-nbcu-linear/e7275bfb-fb8d-49d8-969f-854481fa7e71/4.m3u8
Universal Action,https://d4whmvwm0rdvi.cloudfront.net/manifest/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod_default_xumo-nbcu-linear/14c3da40-a4a0-4788-bd7d-210fbed221dd/4.m3u8
Universal Action,https://d4whmvwm0rdvi.cloudfront.net/manifest/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod_default_xumo-nbcu-linear/fd4a4071-8a85-4989-9e8b-446ace3b7127/4.m3u8
Universal Western,https://d4whmvwm0rdvi.cloudfront.net/manifest/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod_default_xumo-nbcu-linear/a121f0f1-6195-47d3-aaeb-aebe124b0511/4.m3u8
Universal Crime,https://d4whmvwm0rdvi.cloudfront.net/manifest/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod_default_xumo-nbcu-linear/8c099bf8-0c15-481f-a109-1a3162361da8/4.m3u8
Universal Monsters,https://d4whmvwm0rdvi.cloudfront.net/manifest/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod_default_xumo-nbcu-linear/b0f73b6d-7181-4046-ad5f-62f4efa641c3/4.m3u8

☘️国际频道,#genre#
CNN,https://turnerlive.warnermediacdn.com/hls/live/586495/cnngo/cnn_slate/VIDEO_0_3564000.m3u8
BBC News,https://naori-test.netgenx.site/pxx.php?shk_cid=cs15#.m3u8
CNA,https://d2e1asnsl7br7b.cloudfront.net/7782e205e72f43aeb4a48ec97f66ebbe/index_5.m3u8
ABC News,https://d4ybyqrhce41r.cloudfront.net/v1/master/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod-xumo-linear-nbcu-hlsv3/master.m3u8?ads.channelId=99991626
RT News,https://rt-glb.rttv.com/dvr/rtnews/playlist_4500Kb.m3u8
TV Brics,https://chibrics.mediacdn.ru/cdn/brics/chinese/tracks-v1a1/mono.m3u8
Al Jazeera,https://live-hls-aje-ak.getaj.net/AJE/01.m3u8
TRT World,https://tv-trtworld.medya.trt.com.tr/master_1080.m3u8
NEWSMAX,https://nmx1ota.akamaized.net/hls/live/2107010/Live_1/3.m3u8
Reuters,https://dbrb49pjoymg4.cloudfront.net/manifest/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod_default_xumo-ams-aws/e7493ea5-5c1c-4d7a-a3f7-e95516048ad8/3.m3u8
WION,https://d7x8z4yuq42qn.cloudfront.net/index_7.m3u8
ABC News Live,https://pb-0n3n2ej0w8pl9.akamaized.net/v1/manifest/3722c60a815c199d9c0ef36c5b73da68a62b09d1/pb-0n3n2ej0w8pl9/9d6fea29-b168-48b9-8d74-073a6bab5ce6/0.m3u8
Sky News International,https://xumo-drct-skynews-nc91a.fast.nbcuni.com/live/master_5.m3u8
Tennis Channel,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01444-tennischannelth-tennischnlintl-lggb/playlist.m3u8?ads.deviceid=[DEVICE_ID]&ads.ifa=[IFA]&ads.ifatype=[IFA_TYPE]&ads.lat=[LMT]&ads.donotsell=[DNS]&ads.ua=[UA]&ads.ip=[IP]&ads.gdpr=[GDPR]&ads.gdprconsent=[GDPR_CONSENT]&ads.country=[COUNTRY]&ads.usprivacy=[US_PRIVACY]&ads.appstoreurl=[APP_STOREURL]&ads.bundleid=[APP_BUNDLE]&ads.appname=[APP_NAME]&ads.appversion=[APP_VERSION]&ads.devicetype=[DEVICE_TYPE]&ads.devicemake=[DEVICE_MAKE]&ads.devicemodel=[DEVICE_MODEL]&ads.coppa=0&ads.targetad=[TARGETAD_ALLOWED]&ads.fck=[FCK]&ads.viewsize=[VIEWSIZE]&ads.givn=[NONCE]
UFC,https://dbrb49pjoymg4.cloudfront.net/manifest/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod_default_xumo-ams-aws/194a140c-0cf5-443e-b747-08bf621d75a8/0.m3u8
FashionTV FR,https://ftv1.b-cdn.net/bfdbb576-83f7-11f0-9f89-0200170e3e04_1000028043_HLS/video_10801920_p_0.m3u8
ION Plus,https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01438-ewscrippscompan-ionplus-tablo/playlist.m3u8

☘️国际体育,#genre#
NICK,https://hls.iptv-th.workers.dev/live/91/playlist.m3u8
REDBULL,https://hls.iptv-th.workers.dev/live/93/playlist.m3u8
GOOD,https://hls.iptv-th.workers.dev/live/94/playlist.m3u8
TRUE VISIONS,https://hls.iptv-th.workers.dev/live/95/playlist.m3u8
TRUE VISIONS,https://hls.iptv-th.workers.dev/live/117/playlist.m3u8
TRUE SPORTS 5,https://hls.iptv-th.workers.dev/live/115/playlist.m3u8
TRUE SPORTS,https://hls.iptv-th.workers.dev/live/116/playlist.m3u8
TRUE WILD,https://hls.iptv-th.workers.dev/live/118/playlist.m3u8
WB TV,https://hls.iptv-th.workers.dev/live/120/playlist.m3u8
TRUE X-XYTE,https://hls.iptv-th.workers.dev/live/121/playlist.m3u8
CCTV5,https://php.jdshipin.com/TVOD/iptv.php?id=cctv5
CCTV5,https://cdn.qd.je/163189.php?id=cctv5
CCTV5,https://cdn.qd.je/163189.php?id=cctv5-2
CCTV5,http://f.123.rr.kg/163189/cctv5
CCTV5+,https://php.jdshipin.com/TVOD/iptv.php?id=cctv5p
CCTV5+,https://cdn.qd.je/163189.php?id=cctv5p
CCTV5+,https://cdn.qd.je/163189.php?id=cctv5p-2
CCTV5+,http://f.123.rr.kg/163189/cctv5p
ASTRO Football,https://tv.media4u.top:443/live/media4u/media4u/995128
ASTRO Grandstand,https://tv.media4u.top:443/live/media4u/media4u/735770
ASTRO Premier League,https://tv.media4u.top:443/live/media4u/media4u/980980
ASTRO Premier League 2,https://tv.media4u.top:443/live/media4u/media4u/291387
ASTRO Sports Plus,https://tv.media4u.top:443/live/media4u/media4u/499499
BEIN SPORTS 1 [ID],https://tv.media4u.top:443/live/media4u/media4u/847964
BEIN SPORTS 2 [ID],https://tv.media4u.top:443/live/media4u/media4u/300666
HUB SPORTS 1 [SG],https://tv.media4u.top:443/live/media4u/media4u/404922
HUB SPORTS 2 [SG],https://tv.media4u.top:443/live/media4u/media4u/844806
HUB SPORTS 3 [SG],https://tv.media4u.top:443/live/media4u/media4u/645052
HUB SPORTS 4 [SG],https://tv.media4u.top:443/live/media4u/media4u/666938
HUB SPORTS 5 [SG],https://tv.media4u.top:443/live/media4u/media4u/833597
STARHUB PREMIER 1 [SG],https://tv.media4u.top:443/live/media4u/media4u/906938
STARHUB PREMIER 2 [SG],https://tv.media4u.top:443/live/media4u/media4u/709486
STARHUB PREMIER 2 [SG],https://tv.media4u.top:443/live/media4u/media4u/291085
STARHUB PREMIER 3 [SG],https://tv.media4u.top:443/live/media4u/media4u/959522
STARHUB PREMIER 4 [SG],https://tv.media4u.top:443/live/media4u/media4u/598123
STARHUB PREMIER 5 [SG],https://tv.media4u.top:443/live/media4u/media4u/601445
TRUE PREMIERE LEAGUE 1 [TH],https://tv.media4u.top:443/live/media4u/media4u/746222
TRUE PREMIERE LEAGUE 2 [TH],https://tv.media4u.top:443/live/media4u/media4u/362618
TRUE PREMIERE LEAGUE 3 [TH],https://tv.media4u.top:443/live/media4u/media4u/509913
TRUE PREMIERE LEAGUE 4 [TH],https://tv.media4u.top:443/live/media4u/media4u/147570
TRUE PREMIERE LEAGUE 5 [TH],https://tv.media4u.top:443/live/media4u/media4u/648805
